route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_short_name,bikes_allowed,wheelchair_accessible
Grey-S,82070,1820686,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735714,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82111,1737047,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821202,Oakland Airport,1,,020_shp,,0,0
Grey-S,82071,1821358,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735920,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82113,1735921,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821359,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820687,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737048,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821203,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735715,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820688,Oakland Airport,1,,020_shp,,0,0
Grey-S,82071,1821360,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737049,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82112,1735716,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82113,1735922,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821204,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735923,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82112,1735717,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821205,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820689,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737050,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821361,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735718,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821206,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735924,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82111,1737051,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820690,Oakland Airport,1,,020_shp,,0,0
Grey-S,82071,1821362,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735925,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820691,Oakland Airport,1,,020_shp,,0,0
Grey-S,82069,1821207,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735719,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821363,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737052,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820692,Oakland Airport,1,,020_shp,,0,0
Grey-S,82069,1821208,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737053,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821364,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735926,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82112,1735720,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82112,1735721,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821365,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820693,Oakland Airport,1,,020_shp,,0,0
Grey-S,82069,1821209,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737054,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82113,1735927,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82113,1735928,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82111,1737055,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820694,Oakland Airport,1,,020_shp,,0,0
Grey-S,82069,1821210,Oakland Airport,1,,020_shp,,0,0
Grey-S,82071,1821366,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735722,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82111,1737056,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82113,1735929,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820695,Oakland Airport,1,,020_shp,,0,0
Grey-S,82071,1821367,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735723,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821211,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737057,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82113,1735930,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821368,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820696,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735724,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821212,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735725,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820697,Oakland Airport,1,,020_shp,,0,0
Grey-S,82069,1821213,Oakland Airport,1,,020_shp,,0,0
Grey-S,82071,1821369,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737058,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82113,1735931,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82111,1737059,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820698,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735932,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82112,1735726,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821214,Oakland Airport,1,,020_shp,,0,0
Grey-S,82071,1821370,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735933,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82112,1735727,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821371,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737060,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821215,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820699,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737061,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821216,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820700,Oakland Airport,1,,020_shp,,0,0
Grey-S,82071,1821372,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735728,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82113,1735934,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82112,1735729,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82111,1737062,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821373,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820701,Oakland Airport,1,,020_shp,,0,0
Grey-S,82069,1821217,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735935,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82113,1735936,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821374,Oakland Airport,1,,020_shp,,0,0
Grey-S,82069,1821218,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735730,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82111,1737063,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820702,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735731,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82111,1737064,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821219,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820703,Oakland Airport,1,,020_shp,,0,0
Grey-S,82071,1821375,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735937,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821376,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735938,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82111,1737065,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82112,1735732,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821220,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820704,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820705,Oakland Airport,1,,020_shp,,0,0
Grey-S,82071,1821377,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737066,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82112,1735733,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82113,1735939,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821221,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735734,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821222,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820706,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735940,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821378,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737067,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821379,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735735,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820707,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737068,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821223,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735941,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821380,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735942,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820708,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737069,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82112,1735736,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821224,Oakland Airport,1,,020_shp,,0,0
Grey-S,82069,1821225,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737070,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820709,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735737,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821381,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735943,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82112,1735738,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821382,Oakland Airport,1,,020_shp,,0,0
Grey-S,82069,1821226,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737071,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82113,1735944,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820710,Oakland Airport,1,,020_shp,,0,0
Grey-S,82071,1821383,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735945,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821227,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735739,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820711,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737072,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82112,1735740,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82111,1737073,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820712,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735946,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821384,Oakland Airport,1,,020_shp,,0,0
Grey-S,82069,1821228,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820713,Oakland Airport,1,,020_shp,,0,0
Grey-S,82069,1821229,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737074,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82113,1735947,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821385,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735741,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821230,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735742,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82113,1735948,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821386,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820714,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737075,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821231,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737076,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82112,1735743,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820715,Oakland Airport,1,,020_shp,,0,0
Grey-S,82071,1821387,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735949,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821232,Oakland Airport,1,,020_shp,,0,0
Grey-S,82071,1821388,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735950,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820716,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737077,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82112,1735744,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820717,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735745,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821389,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735951,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821233,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737078,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82113,1735952,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820718,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737079,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821390,Oakland Airport,1,,020_shp,,0,0
Grey-S,82069,1821234,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735746,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82111,1737080,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82112,1735747,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821391,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735953,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821235,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820719,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737081,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821392,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735748,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82113,1735954,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821236,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820720,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820721,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735749,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82113,1735955,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82111,1737082,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821237,Oakland Airport,1,,020_shp,,0,0
Grey-S,82071,1821393,Oakland Airport,1,,020_shp,,0,0
Grey-S,82071,1821394,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735956,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82111,1737083,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82112,1735750,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820722,Oakland Airport,1,,020_shp,,0,0
Grey-S,82069,1821238,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735751,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82111,1737084,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820723,Oakland Airport,1,,020_shp,,0,0
Grey-S,82071,1821395,Oakland Airport,1,,020_shp,,0,0
Grey-S,82069,1821239,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735957,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82113,1735958,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821240,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820724,Oakland Airport,1,,020_shp,,0,0
Grey-S,82071,1821396,Oakland Airport,1,,020_shp,,0,0
Grey-S,82111,1737085,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82112,1735752,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821241,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820725,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735959,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82111,1737086,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821397,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735753,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821242,Oakland Airport,1,,020_shp,,0,0
Grey-S,82070,1820726,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735960,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82111,1737087,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82071,1821398,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735754,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82111,1737088,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820727,Oakland Airport,1,,020_shp,,0,0
Grey-S,82071,1821399,Oakland Airport,1,,020_shp,,0,0
Grey-S,82113,1735961,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82069,1821243,Oakland Airport,1,,020_shp,,0,0
Grey-S,82112,1735755,Oakland Airport,1,,Bay_Area_Rapid_Transit371:020_shp,,0,0
Grey-S,82070,1820728,Oakland Airport,1,,020_shp,,0,0
